,P (MPa),T (°C),Specific Volume (m^3/kg),Density (kg/m^3),Specific Internal Energy (kJ/kg),Specific Enthalpy (kJ/kg),Specific Entropy [kJ/(kg K)]
5445,6.0,195.0,0.00114446,873.78,824.93324,831.8,2.2762
5446,6.0,200.0,0.00115207,868.0,847.17758,854.09,2.3235
5447,6.0,210.0,0.00116818,856.03,892.05092,899.06,2.4176
5448,6.0,220.0,0.00118562,843.44,937.49628,944.61,2.5109
5449,6.0,230.0,0.00120457,830.17,983.59258,990.82,2.6037
5450,6.0,240.0,0.00122528,816.14,1030.44832,1037.8,2.6961
5451,6.0,250.0,0.00124807,801.23,1078.21158,1085.7,2.7886
5452,6.0,260.0,0.00127337,785.32,1127.05978,1134.7,2.8814
5453,6.0,270.0,0.00130177,768.19,1177.28938,1185.1,2.975
5454,6.0,275.585,0.00131926,758.0,1205.98444,1213.9,3.0278
5455,6.0,275.585,0.032448,30.818,2589.912,2784.6,5.8901
5456,6.0,280.0,0.033199,30.121,2606.106,2805.3,5.9277
5457,6.0,290.0,0.034762,28.767,2638.928,2847.5,6.0034
5458,6.0,300.0,0.036189,27.632,2668.366,2885.5,6.0703
5459,6.0,310.0,0.037521,26.652,2695.474,2920.6,6.131
5460,6.0,320.0,0.03878,25.786,2720.92,2953.6,6.1871
5461,6.0,330.0,0.039981,25.012,2745.014,2984.9,6.2395
5462,6.0,340.0,0.041135,24.31,2768.09,3014.9,6.2888
5463,6.0,350.0,0.042251,23.668,2790.394,3043.9,6.3357
5464,6.0,360.0,0.043333,23.077,2812.002,3072.0,6.3804
5465,6.0,370.0,0.044388,22.529,2833.072,3099.4,6.4233
5466,6.0,380.0,0.045418,22.018,2853.592,3126.1,6.4646
5467,6.0,390.0,0.046428,21.539,2873.832,3152.4,6.5045
5468,6.0,400.0,0.047419,21.088,2893.686,3178.2,6.5432
5469,6.0,410.0,0.048395,20.663,2913.33,3203.7,6.5807
5470,6.0,420.0,0.049355,20.261,2932.77,3228.9,6.6173
5471,6.0,430.0,0.050303,19.879,2951.982,3253.8,6.653
5472,6.0,440.0,0.05124,19.516,2970.96,3278.4,6.6878
5473,6.0,450.0,0.052166,19.17,2989.904,3302.9,6.7219
5474,6.0,460.0,0.053083,18.839,3008.702,3327.2,6.7552
5475,6.0,470.0,0.053991,18.522,3027.454,3351.4,6.788
5476,6.0,480.0,0.054891,18.218,3046.054,3375.4,6.8201
5477,6.0,490.0,0.055784,17.926,3064.596,3399.3,6.8516
5478,6.0,500.0,0.056671,17.646,3083.074,3423.1,6.8826
5479,6.0,520.0,0.058426,17.116,3119.944,3470.5,6.9432
5480,6.0,540.0,0.060161,16.622,3156.734,3517.7,7.002
5481,6.0,560.0,0.061877,16.161,3193.538,3564.8,7.0591
5482,6.0,580.0,0.063578,15.729,3230.332,3611.8,7.1149
5483,6.0,600.0,0.065265,15.322,3267.11,3658.7,7.1693
5484,6.0,620.0,0.066941,14.939,3304.054,3705.7,7.2224
5485,6.0,640.0,0.068605,14.576,3341.07,3752.7,7.2745
5486,6.0,660.0,0.07026,14.233,3378.24,3799.8,7.3255
5487,6.0,680.0,0.071907,13.907,3415.558,3847.0,7.3755
5488,6.0,700.0,0.073545,13.597,3453.03,3894.3,7.4246
5489,6.0,720.0,0.075177,13.302,3490.638,3941.7,7.4729
5490,6.0,740.0,0.076803,13.02,3528.482,3989.3,7.5203
5491,6.0,760.0,0.078423,12.751,3566.462,4037.0,7.567
5492,6.0,780.0,0.080038,12.494,3604.772,4085.0,7.6129
5493,6.0,800.0,0.081648,12.248,3643.212,4133.1,7.6582
5494,6.0,820.0,0.083254,12.011,3681.876,4181.4,7.7028
5495,6.0,840.0,0.084856,11.785,3720.764,4229.9,7.7467
5496,6.0,860.0,0.086454,11.567,3759.876,4278.6,7.7901
5497,6.0,880.0,0.088049,11.357,3799.206,4327.5,7.8329
5498,6.0,900.0,0.089641,11.156,3838.754,4376.6,7.8751
5499,6.0,920.0,0.09123,10.961,3878.52,4425.9,7.9168
5500,6.0,940.0,0.092816,10.774,3918.604,4475.5,7.958
5501,6.0,960.0,0.0944,10.593,3958.8,4525.2,7.9987
5502,6.0,980.0,0.095981,10.419,3999.314,4575.2,8.0389
5503,6.0,1000.0,0.09756,10.25,4040.04,4625.4,8.0786
5504,6.0,1100.0,0.10543,9.485,4247.12,4879.7,8.2709
5505,6.0,1200.0,0.11326,8.8291,4459.74,5139.3,8.4534
5506,6.0,1300.0,0.12107,8.2599,4677.68,5404.1,8.6272
5507,6.0,1400.0,0.12885,7.7609,4900.6,5673.7,8.7934
5508,6.0,1500.0,0.13662,7.3196,5128.18,5947.9,8.9525
5509,6.0,1600.0,0.14438,6.9264,5360.02,6226.3,9.1052
5510,6.0,1800.0,0.15986,6.2555,5835.14,6794.3,9.3933
5511,6.0,2000.0,0.17532,5.704,6323.68,7375.6,9.6609
5512,6.5,0.0,0.00099694,1003.07,0.06989,6.55,0.00021
5513,6.5,5.0,0.00099692,1003.09,20.98002,27.46,0.07609
5514,6.5,10.0,0.00099727,1002.74,41.857745,48.34,0.15047
5515,6.5,15.0,0.00099793,1002.07,62.693455,69.18,0.22345
5516,6.5,20.0,0.00099888,1001.12,83.51728,90.01,0.29511
5517,6.5,25.0,0.00100009,999.91,104.329415,110.83,0.36553
5518,6.5,30.0,0.00100152,998.48,125.13012,131.64,0.43476
5519,6.5,35.0,0.00100317,996.84,145.939395,152.46,0.50286
5520,6.5,40.0,0.00100502,995.01,166.74737,173.28,0.56988
5521,6.5,45.0,0.00100706,992.99,187.55411,194.1,0.63585
5522,6.5,50.0,0.00100928,990.81,208.36968,214.93,0.70081
5523,6.5,55.0,0.00101167,988.47,229.194145,235.77,0.7648
5524,6.5,60.0,0.00101422,985.97,250.02757,256.62,0.82786
5525,6.5,65.0,0.00101694,983.34,270.86989,277.48,0.89001
5526,6.5,70.0,0.00101982,980.57,291.72117,298.35,0.95129
5527,6.5,75.0,0.00102284,977.67,312.59154,319.24,1.0117
5528,6.5,80.0,0.00102602,974.64,333.48087,340.15,1.0713
5529,6.5,85.0,0.00102935,971.48,354.379225,361.07,1.1302
5530,6.5,90.0,0.00103283,968.21,375.306605,382.02,1.1883
5531,6.5,95.0,0.00103645,964.83,396.253075,402.99,1.2456
5532,6.5,100.0,0.00104023,961.33,417.218505,423.98,1.3022
5533,6.5,105.0,0.00104415,957.72,438.213025,445.0,1.3582
5534,6.5,110.0,0.00104822,954.0,459.23657,466.05,1.4135
5535,6.5,115.0,0.00105245,950.17,480.289075,487.13,1.4682
5536,6.5,120.0,0.00105682,946.23,501.38067,508.25,1.5222
5537,6.5,125.0,0.00106136,942.19,522.51116,529.41,1.5757
5538,6.5,130.0,0.00106605,938.04,543.680675,550.61,1.6286
5539,6.5,135.0,0.00107091,933.79,564.899085,571.86,1.681
5540,6.5,140.0,0.00107593,929.43,586.166455,593.16,1.7329
5541,6.5,145.0,0.00108112,924.96,607.48272,614.51,1.7842
5542,6.5,150.0,0.00108649,920.39,628.857815,635.92,1.8351
5543,6.5,155.0,0.00109205,915.71,650.291675,657.39,1.8856
5544,6.5,160.0,0.00109779,910.92,671.794365,678.93,1.9356
5545,6.5,165.0,0.00110373,906.02,693.365755,700.54,1.9852
5546,6.5,170.0,0.00110987,901.01,715.015845,722.23,2.0344
5547,6.5,175.0,0.00111623,895.88,736.744505,744.0,2.0833
5548,6.5,180.0,0.0011228,890.63,758.5618,765.86,2.1318
5549,6.5,185.0,0.00112962,885.26,780.46747,787.81,2.18
5550,6.5,190.0,0.00113667,879.76,802.471645,809.86,2.2278
5551,6.5,195.0,0.00114399,874.13,824.594065,832.03,2.2754
5552,6.5,200.0,0.00115158,868.37,846.81473,854.3,2.3228
5553,6.5,210.0,0.00116764,856.43,891.65034,899.24,2.4168
5554,6.5,220.0,0.00118501,843.87,937.047435,944.75,2.51
5555,6.5,230.0,0.00120389,830.64,983.104715,990.93,2.6027
5556,6.5,240.0,0.00122451,816.65,1029.940685,1037.9,2.6951
5557,6.5,250.0,0.00124719,801.8,1077.593265,1085.7,2.7874
5558,6.5,260.0,0.00127234,785.95,1126.42979,1134.7,2.8801
5559,6.5,270.0,0.00130054,768.91,1176.44649,1184.9,2.9735
5560,6.5,280.0,0.0013326,750.41,1228.1381,1236.8,3.0682
5561,6.5,280.858,0.00133556,748.75,1232.71886,1241.4,3.0764
5562,6.5,280.858,0.029727,33.64,2585.6745,2778.9,5.8516
5563,6.5,290.0,0.03118,32.072,2619.33,2822.0,5.9289
5564,6.5,300.0,0.032607,30.668,2651.5545,2863.5,6.0019
5565,6.5,310.0,0.03392,29.481,2680.72,2901.2,6.0671
5566,6.5,320.0,0.035149,28.45,2707.7315,2936.2,6.1266
5567,6.5,330.0,0.036313,27.538,2733.0655,2969.1,6.1817
5568,6.5,340.0,0.037425,26.72,2757.2375,3000.5,6.2333
5569,6.5,350.0,0.038494,25.978,2780.389,3030.6,6.282
5570,6.5,360.0,0.039528,25.298,2802.768,3059.7,6.3283
5571,6.5,370.0,0.040532,24.672,2824.442,3087.9,6.3725
5572,6.5,380.0,0.041511,24.09,2845.5785,3115.4,6.415
5573,6.5,390.0,0.042467,23.547,2866.3645,3142.4,6.4559
5574,6.5,400.0,0.043404,23.039,2886.674,3168.8,6.4954
5575,6.5,410.0,0.044325,22.561,2906.6875,3194.8,6.5338
5576,6.5,420.0,0.04523,22.109,2926.405,3220.4,6.571
5577,6.5,430.0,0.046122,21.682,2946.007,3245.8,6.6073
5578,6.5,440.0,0.047002,21.276,2965.287,3270.8,6.6427
5579,6.5,450.0,0.047871,20.89,2984.4385,3295.6,6.6773
5580,6.5,460.0,0.04873,20.521,3003.555,3320.3,6.7111
5581,6.5,470.0,0.049581,20.169,3022.4235,3344.7,6.7442
5582,6.5,480.0,0.050423,19.832,3041.2505,3369.0,6.7767
5583,6.5,490.0,0.051259,19.509,3060.0165,3393.2,6.8086
5584,6.5,500.0,0.052087,19.199,3078.7345,3417.3,6.8399
5585,6.5,520.0,0.053726,18.613,3115.881,3465.1,6.9011
5586,6.5,540.0,0.055344,18.069,3152.964,3512.7,6.9603
5587,6.5,560.0,0.056943,17.561,3190.0705,3560.2,7.0179
5588,6.5,580.0,0.058526,17.086,3226.981,3607.4,7.074
5589,6.5,600.0,0.060096,16.64,3264.076,3654.7,7.1288
5590,6.5,620.0,0.061653,16.22,3301.1555,3701.9,7.1822
5591,6.5,640.0,0.0632,15.823,3338.3,3749.1,7.2345
5592,6.5,660.0,0.064737,15.447,3375.6095,3796.4,7.2858
5593,6.5,680.0,0.066266,15.091,3413.071,3843.8,7.336
5594,6.5,700.0,0.067786,14.752,3450.691,3891.3,7.3853
5595,6.5,720.0,0.0693,14.43,3488.45,3938.9,7.4337
5596,6.5,740.0,0.070808,14.123,3526.348,3986.6,7.4813
5597,6.5,760.0,0.07231,13.829,3564.485,4034.5,7.5281
5598,6.5,780.0,0.073806,13.549,3602.761,4082.5,7.5741
5599,6.5,800.0,0.075298,13.281,3641.363,4130.8,7.6195
5600,6.5,820.0,0.076786,13.023,3680.091,4179.2,7.6642
5601,6.5,840.0,0.078269,12.776,3719.0515,4227.8,7.7083
5602,6.5,860.0,0.079749,12.539,3758.2315,4276.6,7.7517
5603,6.5,880.0,0.081226,12.311,3797.631,4325.6,7.7946
5604,6.5,900.0,0.082699,12.092,3837.2565,4374.8,7.8369
5605,6.5,920.0,0.08417,11.881,3877.095,4424.2,7.8786
5606,6.5,940.0,0.085638,11.677,3917.153,4473.8,7.9199
5607,6.5,960.0,0.087103,11.481,3957.4305,4523.6,7.9606
5608,6.5,980.0,0.088566,11.291,3998.021,4573.7,8.0009
5609,6.5,1000.0,0.090027,11.108,4038.8245,4624.0,8.0407
5610,6.5,1100.0,0.097305,10.277,4246.0175,4878.5,8.2331
5611,6.5,1200.0,0.10455,9.5652,4458.825,5138.4,8.4158
5612,6.5,1300.0,0.11176,8.9478,4676.86,5403.3,8.5898
5613,6.5,1400.0,0.11895,8.4068,4899.925,5673.1,8.756
5614,6.5,1500.0,0.12613,7.9284,5127.555,5947.4,8.9152
5615,6.5,1600.0,0.13329,7.5023,5359.515,6225.9,9.068
5616,6.5,1800.0,0.14759,6.7754,5834.765,6794.1,9.3562
5617,6.5,2000.0,0.16187,6.1779,6323.245,7375.4,9.6238
5618,7.0,0.0,0.00099669,1003.32,0.07317,7.05,0.00023
5619,7.0,5.0,0.00099668,1003.33,20.98324,27.96,0.07607
5620,7.0,10.0,0.00099703,1002.98,41.84079,48.82,0.15041
5621,7.0,15.0,0.00099771,1002.3,62.67603,69.66,0.22336
5622,7.0,20.0,0.00099866,1001.34,83.48938,90.48,0.295
5623,7.0,25.0,0.00099986,1000.14,104.29098,111.29,0.3654
5624,7.0,30.0,0.0010013,998.7,125.0909,132.1,0.43461
5625,7.0,35.0,0.00100295,997.06,145.88935,152.91,0.50269
5626,7.0,40.0,0.0010048,995.22,166.6864,173.72,0.56968
5627,7.0,45.0,0.00100684,993.21,187.49212,194.54,0.63563
5628,7.0,50.0,0.00100906,991.02,208.29658,215.36,0.70058
5629,7.0,55.0,0.00101145,988.68,229.10985,236.19,0.76456
5630,7.0,60.0,0.001014,986.19,249.942,257.04,0.8276
5631,7.0,65.0,0.00101672,983.56,270.77296,277.89,0.88973
5632,7.0,70.0,0.00101959,980.79,291.62287,298.76,0.951
5633,7.0,75.0,0.00102262,977.88,312.49166,319.65,1.0114
5634,7.0,80.0,0.00102579,974.86,333.36947,340.55,1.071
5635,7.0,85.0,0.00102912,971.71,354.26616,361.47,1.1298
5636,7.0,90.0,0.00103259,968.44,375.18187,382.41,1.1879
5637,7.0,95.0,0.00103621,965.05,396.11653,403.37,1.2452
5638,7.0,100.0,0.00103998,961.56,417.08014,424.36,1.3019
5639,7.0,105.0,0.0010439,957.95,438.0627,445.37,1.3578
5640,7.0,110.0,0.00104796,954.23,459.07428,466.41,1.4131
5641,7.0,115.0,0.00105218,950.41,480.12474,487.49,1.4677
5642,7.0,120.0,0.00105655,946.48,501.21415,508.61,1.5218
5643,7.0,125.0,0.00106108,942.44,522.33244,529.76,1.5753
5644,7.0,130.0,0.00106576,938.3,543.48968,550.95,1.6282
5645,7.0,135.0,0.00107061,934.05,564.69573,572.19,1.6805
5646,7.0,140.0,0.00107562,929.69,585.95066,593.48,1.7324
5647,7.0,145.0,0.00108081,925.24,607.26433,614.83,1.7837
5648,7.0,150.0,0.00108617,920.67,628.62681,636.23,1.8346
5649,7.0,155.0,0.00109171,916.0,650.04803,657.69,1.885
5650,7.0,160.0,0.00109744,911.21,671.53792,679.22,1.935
5651,7.0,165.0,0.00110336,906.32,693.10648,700.83,1.9846
5652,7.0,170.0,0.00110949,901.31,714.74357,722.51,2.0338
5653,7.0,175.0,0.00111583,896.19,736.45919,744.27,2.0826
5654,7.0,180.0,0.00112239,890.95,758.25327,766.11,2.1311
5655,7.0,185.0,0.00112919,885.59,780.15567,788.06,2.1793
5656,7.0,190.0,0.00113623,880.11,802.14639,810.1,2.2271
5657,7.0,195.0,0.00114352,874.49,824.24536,832.25,2.2747
5658,7.0,200.0,0.00115109,868.74,846.45237,854.51,2.322
5659,7.0,210.0,0.0011671,856.82,891.2503,899.42,2.4159
5660,7.0,220.0,0.00118441,844.3,936.60913,944.9,2.5091
5661,7.0,230.0,0.00120321,831.11,982.61753,991.04,2.6017
5662,7.0,240.0,0.00122374,817.16,1029.33382,1037.9,2.694
5663,7.0,250.0,0.00124631,802.37,1076.97583,1085.7,2.7862
5664,7.0,260.0,0.00127131,786.59,1125.70083,1134.6,2.8788
5665,7.0,270.0,0.00129932,769.63,1175.70476,1184.8,2.972
5666,7.0,280.0,0.00133112,751.25,1227.28216,1236.6,3.0665
5667,7.0,285.829,0.00135186,739.72,1258.23698,1267.7,3.1224
5668,7.0,285.829,0.027378,36.525,2580.954,2772.6,5.8148
5669,7.0,290.0,0.028043,35.659,2597.799,2794.1,5.8529
5670,7.0,300.0,0.029492,33.907,2633.456,2839.9,5.9337
5671,7.0,310.0,0.030801,32.466,2664.993,2880.6,6.0041
5672,7.0,320.0,0.032012,31.238,2693.816,2917.9,6.0675
5673,7.0,330.0,0.033149,30.166,2720.657,2952.7,6.1257
5674,7.0,340.0,0.034229,29.215,2745.997,2985.6,6.1797
5675,7.0,350.0,0.035262,28.359,2770.066,3016.9,6.2304
5676,7.0,360.0,0.036257,27.581,2793.201,3047.0,6.2784
5677,7.0,370.0,0.037219,26.868,2815.667,3076.2,6.3241
5678,7.0,380.0,0.038155,26.209,2837.415,3104.5,6.3677
5679,7.0,390.0,0.039067,25.597,2858.631,3132.1,6.4097
5680,7.0,400.0,0.039958,25.026,2879.494,3159.2,6.4502
5681,7.0,410.0,0.040832,24.491,2899.876,3185.7,6.4894
5682,7.0,420.0,0.04169,23.987,2919.97,3211.8,6.5273
5683,7.0,430.0,0.042534,23.51,2939.862,3237.6,6.5643
5684,7.0,440.0,0.043366,23.06,2959.538,3263.1,6.6002
5685,7.0,450.0,0.044187,22.631,2978.991,3288.3,6.6353
5686,7.0,460.0,0.044997,22.224,2998.321,3313.3,6.6696
5687,7.0,470.0,0.045799,21.835,3017.407,3338.0,6.7032
5688,7.0,480.0,0.046592,21.463,3036.456,3362.6,6.736
5689,7.0,490.0,0.047378,21.107,3055.454,3387.1,6.7683
5690,7.0,500.0,0.048157,20.765,3074.301,3411.4,6.8
5691,7.0,520.0,0.049696,20.122,3111.828,3459.7,6.8617
5692,7.0,540.0,0.051214,19.526,3149.202,3507.7,6.9214
5693,7.0,560.0,0.052713,18.971,3186.509,3555.5,6.9794
5694,7.0,580.0,0.054196,18.452,3223.728,3603.1,7.0359
5695,7.0,600.0,0.055665,17.965,3260.945,3650.6,7.091
5696,7.0,620.0,0.057121,17.507,3298.253,3698.1,7.1447
5697,7.0,640.0,0.058567,17.074,3335.531,3745.5,7.1973
5698,7.0,660.0,0.060003,16.666,3372.979,3793.0,7.2487
5699,7.0,680.0,0.061431,16.279,3410.583,3840.6,7.2992
5700,7.0,700.0,0.06285,15.911,3448.25,3888.2,7.3486
5701,7.0,720.0,0.064263,15.561,3486.159,3936.0,7.3972
5702,7.0,740.0,0.065669,15.228,3524.217,3983.9,7.445
5703,7.0,760.0,0.06707,14.91,3562.41,4031.9,7.4919
5704,7.0,780.0,0.068465,14.606,3600.845,4080.1,7.5381
5705,7.0,800.0,0.069855,14.315,3639.415,4128.4,7.5836
5706,7.0,820.0,0.071242,14.037,3678.306,4177.0,7.6284
5707,7.0,840.0,0.072624,13.77,3717.332,4225.7,7.6725
5708,7.0,860.0,0.074003,13.513,3756.579,4274.6,7.716
5709,7.0,880.0,0.075378,13.267,3796.054,4323.7,7.759
5710,7.0,900.0,0.07675,13.029,3835.75,4373.0,7.8014
5711,7.0,920.0,0.078119,12.801,3875.567,4422.4,7.8432
5712,7.0,940.0,0.079485,12.581,3915.705,4472.1,7.8845
5713,7.0,960.0,0.080849,12.369,3956.157,4522.1,7.9253
5714,7.0,980.0,0.082211,12.164,3996.723,4572.2,7.9656
5715,7.0,1000.0,0.083571,11.966,4037.503,4622.5,8.0055
5716,7.0,1100.0,0.090341,11.069,4244.913,4877.3,8.1981
5717,7.0,1200.0,0.097074,10.301,4457.882,5137.4,8.381
5718,7.0,1300.0,0.10378,9.6357,4676.14,5402.6,8.5551
5719,7.0,1400.0,0.11047,9.0525,4899.21,5672.5,8.7214
5720,7.0,1500.0,0.11714,8.5371,5126.92,5946.9,8.8807
5721,7.0,1600.0,0.12379,8.078,5358.97,6225.5,9.0335
5722,7.0,1800.0,0.13708,7.2951,5834.24,6793.8,9.3217
5723,7.0,2000.0,0.15034,6.6517,6322.92,7375.3,9.5895
5724,7.5,0.0,0.00099644,1003.57,0.0867,7.56,0.00025
5725,7.5,5.0,0.00099644,1003.57,20.9767,28.45,0.07605
5726,7.5,10.0,0.0009968,1003.21,41.824,49.3,0.15036
5727,7.5,15.0,0.00099748,1002.53,62.6489,70.13,0.22328
5728,7.5,20.0,0.00099843,1001.57,83.461775,90.95,0.29489
5729,7.5,25.0,0.00099964,1000.36,104.2527,111.75,0.36526
5730,7.5,30.0,0.00100108,998.92,125.0419,132.55,0.43445
5731,7.5,35.0,0.00100273,997.28,145.829525,153.35,0.50251
5732,7.5,40.0,0.00100458,995.44,166.62565,174.16,0.56949
5733,7.5,45.0,0.00100662,993.42,187.42035,194.97,0.63542
5734,7.5,50.0,0.00100884,991.24,208.2237,215.79,0.70035
5735,7.5,55.0,0.00101123,988.9,229.035775,236.62,0.76431
5736,7.5,60.0,0.00101378,986.41,249.85665,257.46,0.82733
5737,7.5,65.0,0.0010165,983.77,270.68625,278.31,0.88945
5738,7.5,70.0,0.00101937,981.0,291.524725,299.17,0.9507
5739,7.5,75.0,0.00102239,978.1,312.382075,320.05,1.0111
5740,7.5,80.0,0.00102556,975.08,333.2583,340.95,1.0707
5741,7.5,85.0,0.00102888,971.93,354.1434,361.86,1.1295
5742,7.5,90.0,0.00103235,968.66,375.047375,382.79,1.1876
5743,7.5,95.0,0.00103597,965.28,395.980225,403.75,1.2449
5744,7.5,100.0,0.00103973,961.79,416.932025,424.73,1.3015
5745,7.5,105.0,0.00104364,958.18,437.9127,445.74,1.3574
5746,7.5,110.0,0.0010477,954.47,458.92225,466.78,1.4127
5747,7.5,115.0,0.00105191,950.65,479.960675,487.85,1.4673
5748,7.5,120.0,0.00105628,946.72,501.0379,508.96,1.5213
5749,7.5,125.0,0.0010608,942.69,522.154,530.11,1.5748
5750,7.5,130.0,0.00106547,938.55,543.298975,551.29,1.6277
5751,7.5,135.0,0.00107031,934.31,564.502675,572.53,1.68
5752,7.5,140.0,0.00107532,929.96,585.7451,593.81,1.7319
5753,7.5,145.0,0.00108049,925.51,607.046325,615.15,1.7832
5754,7.5,150.0,0.00108584,920.95,628.3962,636.54,1.8341
5755,7.5,155.0,0.00109137,916.28,649.814725,658.0,1.8845
5756,7.5,160.0,0.00109709,911.5,671.291825,679.52,1.9344
5757,7.5,165.0,0.001103,906.62,692.8375,701.11,1.984
5758,7.5,170.0,0.00110911,901.62,714.461675,722.78,2.0332
5759,7.5,175.0,0.00111544,896.51,736.1742,744.54,2.082
5760,7.5,180.0,0.00112199,891.28,757.955075,766.37,2.1304
5761,7.5,185.0,0.00112876,885.93,779.8343,788.3,2.1786
5762,7.5,190.0,0.00113578,880.45,801.82165,810.34,2.2264
5763,7.5,195.0,0.00114306,874.85,823.89705,832.47,2.2739
5764,7.5,200.0,0.0011506,869.11,846.1005,854.73,2.3212
5765,7.5,210.0,0.00116656,857.22,890.8608,899.61,2.4151
5766,7.5,220.0,0.00118381,844.73,936.171425,945.05,2.5082
5767,7.5,230.0,0.00120254,831.57,982.12095,991.14,2.6007
5768,7.5,240.0,0.00122298,817.67,1028.82765,1038.0,2.6929
5769,7.5,250.0,0.00124543,802.93,1076.359275,1085.7,2.7851
5770,7.5,260.0,0.0012703,787.22,1124.97275,1134.5,2.8775
5771,7.5,270.0,0.00129812,770.35,1174.8641,1184.6,2.9705
5772,7.5,280.0,0.00132967,752.07,1226.327475,1236.3,3.0648
5773,7.5,290.0,0.00136609,732.02,1279.754325,1290.0,3.161
5774,7.5,290.535,0.00136821,730.88,1282.638425,1292.9,3.1662
5775,7.5,290.535,0.02533,39.479,2575.925,2765.9,5.7793
5776,7.5,300.0,0.026742,37.394,2613.835,2814.4,5.8646
5777,7.5,310.0,0.028063,35.634,2648.3275,2858.8,5.9414
5778,7.5,320.0,0.029268,34.167,2679.19,2898.7,6.0093
5779,7.5,330.0,0.030388,32.907,2707.59,2935.5,6.0709
5780,7.5,340.0,0.031444,31.802,2734.27,2970.1,6.1277
5781,7.5,350.0,0.032449,30.818,2759.4325,3002.8,6.1806
5782,7.5,360.0,0.033412,29.93,2783.41,3034.0,6.2304
5783,7.5,370.0,0.03434,29.121,2806.55,3064.1,6.2776
5784,7.5,380.0,0.035239,28.378,2829.0075,3093.3,6.3225
5785,7.5,390.0,0.036113,27.691,2850.8525,3121.7,6.3656
5786,7.5,400.0,0.036966,27.052,2872.155,3149.4,6.4071
5787,7.5,410.0,0.037801,26.455,2892.9925,3176.5,6.4471
5788,7.5,420.0,0.038619,25.894,2913.4575,3203.1,6.4858
5789,7.5,430.0,0.039422,25.367,2933.735,3229.4,6.5234
5790,7.5,440.0,0.040212,24.868,2953.71,3255.3,6.56
5791,7.5,450.0,0.040992,24.395,2973.46,3280.9,6.5956
5792,7.5,460.0,0.04176,23.946,2993.0,3306.2,6.6304
5793,7.5,470.0,0.04252,23.519,3012.4,3331.3,6.6644
5794,7.5,480.0,0.04327,23.11,3031.675,3356.2,6.6977
5795,7.5,490.0,0.044014,22.72,3050.795,3380.9,6.7303
5796,7.5,500.0,0.04475,22.347,3069.875,3405.5,6.7623
5797,7.5,520.0,0.046203,21.644,3107.6775,3454.2,6.8246
5798,7.5,540.0,0.047634,20.993,3145.345,3502.6,6.8848
5799,7.5,560.0,0.049046,20.389,3182.955,3550.8,6.9433
5800,7.5,580.0,0.050442,19.825,3220.385,3598.7,7.0001
5801,7.5,600.0,0.051824,19.296,3257.82,3646.5,7.0555
5802,7.5,620.0,0.053193,18.799,3295.2525,3694.2,7.1096
5803,7.5,640.0,0.054552,18.331,3332.76,3741.9,7.1624
5804,7.5,660.0,0.0559,17.889,3370.35,3789.6,7.2141
5805,7.5,680.0,0.05724,17.47,3408.1,3837.4,7.2647
5806,7.5,700.0,0.058572,17.073,3445.91,3885.2,7.3144
5807,7.5,720.0,0.059897,16.695,3483.8725,3933.1,7.3631
5808,7.5,740.0,0.061215,16.336,3522.0875,3981.2,7.411
5809,7.5,760.0,0.062528,15.993,3560.34,4029.3,7.4581
5810,7.5,780.0,0.063836,15.665,3598.93,4077.7,7.5044
5811,7.5,800.0,0.065138,15.352,3637.565,4126.1,7.55
5812,7.5,820.0,0.066437,15.052,3676.5225,4174.8,7.5949
5813,7.5,840.0,0.067731,14.764,3715.6175,4223.6,7.6391
5814,7.5,860.0,0.069022,14.488,3754.935,4272.6,7.6828
5815,7.5,880.0,0.070309,14.223,3794.3825,4321.7,7.7258
5816,7.5,900.0,0.071593,13.968,3834.1525,4371.1,7.7682
5817,7.5,920.0,0.072875,13.722,3874.1375,4420.7,7.8101
5818,7.5,940.0,0.074153,13.486,3914.3525,4470.5,7.8515
5819,7.5,960.0,0.07543,13.257,3954.775,4520.5,7.8924
5820,7.5,980.0,0.076703,13.037,3995.4275,4570.7,7.9327
5821,7.5,1000.0,0.077975,12.825,4036.2875,4621.1,7.9726
5822,7.5,1100.0,0.084306,11.862,4243.905,4876.2,8.1655
5823,7.5,1200.0,0.0906,11.038,4457.0,5136.5,8.3485
5824,7.5,1300.0,0.096866,10.323,4675.305,5401.8,8.5227
5825,7.5,1400.0,0.10311,9.6981,4898.575,5671.9,8.6891
5826,7.5,1500.0,0.10934,9.1456,5126.35,5946.4,8.8485
5827,7.5,1600.0,0.11556,8.6535,5358.4,6225.1,9.0014
5828,7.5,1800.0,0.12797,7.8145,5833.825,6793.6,9.2897
5829,7.5,2000.0,0.14035,7.1252,6322.575,7375.2,9.5575
5830,8.0,0.0,0.00099619,1003.82,0.09048,8.06,0.00027
5831,8.0,5.0,0.0009962,1003.82,20.9704,28.94,0.07603
5832,8.0,10.0,0.00099657,1003.45,41.81744,49.79,0.15031
5833,8.0,15.0,0.00099725,1002.76,62.632,70.61,0.2232
5834,8.0,20.0,0.00099821,1001.8,83.42432,91.41,0.29478
5835,8.0,25.0,0.00099942,1000.58,104.21464,112.21,0.36513
5836,8.0,30.0,0.00100086,999.14,125.00312,133.01,0.4343
5837,8.0,35.0,0.00100251,997.49,145.77992,153.8,0.50234
